domain,product,attribute,column_name,business_glossary_term,type,is_primary_key,foreign_key_to,tags,value_regex,data_type,description,reference
claim,payment_allocation,notes,notes,Allocation Notes,STRING,,,,,transactional_data,"Free-text notes or comments related to this payment allocation. May include special handling instructions, exception explanations, or audit findings.","Payment Processing Standards, Documentation Requirements"
claim,payment_allocation,npi,npi,National Provider Identifier (NPI),STRING,,,,^[0-9]{10}$,transactional_data,Ten-digit National Provider Identifier assigned by CMS to uniquely identify the healthcare provider receiving payment. Standard identifier for HIPAA transactions.,"CMS National Provider Identifier (NPI) Standard, HIPAA Administrative Simplification"
claim,payment_allocation,paid_amount,paid_amount,Paid Amount,"DECIMAL(15,2)",,,"confidential,pii_financial",,transactional_data,Actual amount paid by the health plan to the provider for this claim line. May differ from allocated_amount if allocation includes member responsibility or other adjustments.,ANSI X12 835 Healthcare Payment and Remittance Advice
claim,payment_allocation,par_indicator,par_indicator,Participating Provider Indicator,BOOLEAN,,,,true|false,transactional_data,"Boolean flag indicating whether the provider has a participating contract with the health plan. True if provider is contracted, false if non-contracted.",Provider Network Contracting Standards
claim,payment_allocation,payment_rate,payment_rate,Payment Rate,"DECIMAL(15,4)",,,confidential,,transactional_data,"Per-unit payment rate applied to calculate the paid amount. Derived from fee schedules, contracted rates, or regulatory payment methodologies.","CMS Fee Schedules, Provider Contract Terms"
claim,payment_allocation,payment_source_system,payment_source_system,Payment Source System,STRING,,,,,transactional_data,"Name or identifier of the source system that generated this payment allocation (Facets, QNXT, HealthRules, etc.). Used for data lineage and reconciliation.","Data Governance Standards, System Integration Standards"
claim,payment_allocation,penalty_amount,penalty_amount,Penalty Amount,"DECIMAL(15,2)",,,confidential,,transactional_data,Penalty amount assessed for late payment or other contractual violations. May be required by state regulations or provider contracts.,"State Prompt Payment Laws, Provider Contract Terms"
claim,payment_allocation,percentage,percentage,Payment Allocation Percentage,"DECIMAL(5,2)",,,,,transactional_data,Percentage of the total payment allocated to this specific claim line. Used when payment is distributed proportionally across multiple lines.,"Payment Processing Standards, Financial Accounting Standards"
claim,payment_allocation,place_of_service_code,place_of_service_code,Place of Service Code,STRING,,,,^[0-9]{2}$,transactional_data,"Two-digit code identifying the location where services were rendered (office, hospital, home, etc.). Affects payment rates and coverage determination.",CMS Place of Service Code Set
claim,payment_allocation,pricing_methodology,pricing_methodology,Pricing Methodology,STRING,,,,fee_schedule|percent_of_billed|percent_of_medicare|per_diem|case_rate|drg|apc|capitation|bundled|value_based,transactional_data,"Method used to calculate payment for this claim line. Indicates whether payment is based on fee schedule, percentage of charges, per diem, case rate, DRG, APC, capitation, or other methodology.","CMS Payment Methodologies, Provider Contract Terms"
claim,payment_allocation,primary_payer_indicator,primary_payer_indicator,Primary Payer Indicator,BOOLEAN,,,,true|false,transactional_data,"Boolean flag indicating whether this health plan is the primary payer for this claim. True if primary, false if secondary or tertiary payer in COB scenarios.",NAIC Model Regulation for Coordination of Benefits
claim,payment_allocation,procedure_code,procedure_code,Procedure Code,STRING,,,,,transactional_data,"CPT, HCPCS, or other standard procedure code identifying the service rendered. Used for payment allocation and utilization analysis.","AMA CPT Coding Standards, CMS HCPCS Coding Standards"
claim,payment_allocation,procedure_code_type,procedure_code_type,Procedure Code Type,STRING,,,,CPT|HCPCS|ICD-10-PCS|CDT|NDC|revenue_code,transactional_data,"Classification of the procedure code system used. Identifies whether code is CPT (physician services), HCPCS (supplies/equipment), ICD-10-PCS (inpatient procedures), CDT (dental), NDC (pharmacy), or revenue code (facility).","HIPAA Code Set Standards, ANSI X12 837"
claim,payment_allocation,procedure_modifier_1,procedure_modifier_1,Procedure Modifier 1,STRING,,,,,transactional_data,First procedure code modifier providing additional information about the service performed. Affects payment calculation and medical necessity determination.,"AMA CPT Coding Standards, CMS HCPCS Modifiers"
claim,payment_allocation,procedure_modifier_2,procedure_modifier_2,Procedure Modifier 2,STRING,,,,,transactional_data,Second procedure code modifier providing additional information about the service performed.,"AMA CPT Coding Standards, CMS HCPCS Modifiers"
claim,payment_allocation,procedure_modifier_3,procedure_modifier_3,Procedure Modifier 3,STRING,,,,,transactional_data,Third procedure code modifier providing additional information about the service performed.,"AMA CPT Coding Standards, CMS HCPCS Modifiers"
claim,payment_allocation,procedure_modifier_4,procedure_modifier_4,Procedure Modifier 4,STRING,,,,,transactional_data,Fourth procedure code modifier providing additional information about the service performed.,"AMA CPT Coding Standards, CMS HCPCS Modifiers"
claim,payment_allocation,product_type,product_type,Product Type,STRING,,,,HMO|PPO|EPO|POS|HDHP|indemnity|SNP|D-SNP|C-SNP|I-SNP,transactional_data,"Type of health insurance product (HMO, PPO, EPO, POS, HDHP, etc.). Affects network requirements, payment methodologies, and member cost-sharing.","NAIC Health Insurance Model Acts, ACA Qualified Health Plan Standards"
claim,payment_allocation,quality_measure_indicator,quality_measure_indicator,Quality Measure Indicator,BOOLEAN,,,,true|false,transactional_data,"Boolean flag indicating whether this service is relevant for quality measurement programs (HEDIS, Stars, CAHPS, etc.). True if quality-reportable.","NCQA HEDIS, CMS Star Ratings, CAHPS"
claim,payment_allocation,reconciliation_date,reconciliation_date,Reconciliation Date,DATE,,,,,transactional_data,Date when this payment allocation was successfully reconciled with provider accounts and financial systems. Null if not yet reconciled.,"Financial Accounting Standards, Payment Processing Standards"
claim,payment_allocation,reconciliation_status,reconciliation_status,Reconciliation Status,STRING,,,,unreconciled|reconciled|exception|pending_review,transactional_data,Status indicating whether this payment allocation has been reconciled with provider accounts and financial systems. Tracks reconciliation lifecycle.,"Financial Accounting Standards, Payment Processing Standards"
claim,payment_allocation,reconsideration_indicator,reconsideration_indicator,Reconsideration Indicator,BOOLEAN,,,,true|false,transactional_data,Boolean flag indicating whether this payment allocation was adjusted following provider request for reconsideration. True if reconsidered.,"Provider Contract Terms, Claims Processing Standards"
claim,payment_allocation,remark_code,remark_code,Remark Code,STRING,,,,,transactional_data,Standard code providing additional information or instructions related to the payment allocation. Supplements adjustment reason codes with procedural guidance.,"CMS Remittance Advice Remark Codes (RARC), ANSI X12 835"
claim,payment_allocation,remark_description,remark_description,Remark Description,STRING,,,,,transactional_data,Human-readable explanation of the remark code. Provides additional context or instructions to the provider.,CMS Remittance Advice Remark Codes (RARC)
claim,payment_allocation,remittance_advice_number,remittance_advice_number,Remittance Advice Number,STRING,,,,,transactional_data,Unique identifier for the remittance advice document (835 transaction) that contains this payment allocation. Links allocation to provider payment notification.,ANSI X12 835 Healthcare Payment and Remittance Advice
claim,payment_allocation,revenue_code,revenue_code,Revenue Code,STRING,,,,^[0-9]{4}$,transactional_data,"Four-digit code used on institutional claims (UB-04) to identify the type of accommodation, ancillary service, or billing calculation. Used for facility payment allocation.",NUBC UB-04 Revenue Code Standards
claim,payment_allocation,reversal_indicator,reversal_indicator,Reversal Indicator,BOOLEAN,,,,true|false,transactional_data,Boolean flag indicating whether this allocation represents a reversal of a previous payment. True if reversal transaction.,"Financial Accounting Standards, Payment Processing Standards"
claim,payment_allocation,risk_adjustment_indicator,risk_adjustment_indicator,Risk Adjustment Indicator,BOOLEAN,,,,true|false,transactional_data,Boolean flag indicating whether this claim contributes to risk adjustment calculations for Medicare Advantage or ACA marketplace programs. True if risk-adjustable.,"CMS Risk Adjustment Model, HHS-HCC Risk Adjustment"
claim,payment_allocation,service_date_from,service_date_from,Service Date From,DATE,,,,,transactional_data,"Start date of the service period for which payment is being allocated. For single-day services, matches service_date_to.",ANSI X12 837 Healthcare Claim Transaction
claim,payment_allocation,service_date_to,service_date_to,Service Date To,DATE,,,,,transactional_data,"End date of the service period for which payment is being allocated. For single-day services, matches service_date_from.",ANSI X12 837 Healthcare Claim Transaction
claim,payment_allocation,subrogation_indicator,subrogation_indicator,Subrogation Indicator,BOOLEAN,,,,true|false,transactional_data,Boolean flag indicating whether this payment allocation is subject to subrogation recovery from a third party liable for the member's injury or illness. True if subrogation applies.,"ERISA Subrogation Rights, State Subrogation Laws"
claim,payment_allocation,tin,tin,Tax Identification Number (TIN),STRING,,,"restricted,pii_financial",^[0-9]{9}$,transactional_data,Nine-digit Tax Identification Number (EIN or SSN) of the provider entity receiving payment. Used for tax reporting and payment reconciliation.,"IRS Tax Identification Number Requirements, CMS Provider Enrollment"
claim,payment_allocation,type_of_service_code,type_of_service_code,Type of Service Code,STRING,,,,,transactional_data,"Code classifying the general category of service (medical, surgical, diagnostic, etc.). Used for utilization reporting and payment categorization.",ANSI X12 837 Healthcare Claim Transaction
claim,payment_allocation,units_billed,units_billed,Units Billed,"DECIMAL(10,2)",,,,,transactional_data,Number of service units originally billed by the provider for this claim line. Represents quantity of service requested for payment.,ANSI X12 837 Healthcare Claim Transaction
claim,payment_allocation,units_paid,units_paid,Units Paid,"DECIMAL(10,2)",,,,,transactional_data,"Number of service units paid for this claim line. May differ from units billed if payment is reduced or denied. Units represent quantity of service (visits, days, procedures, etc.).",ANSI X12 835 Healthcare Payment and Remittance Advice
claim,payment_allocation,value_based_payment_indicator,value_based_payment_indicator,Value-Based Payment Indicator,BOOLEAN,,,,true|false,transactional_data,"Boolean flag indicating whether this allocation includes value-based payment components such as quality incentives or shared savings. True if value-based, false if standard FFS.","CMS Quality Payment Program, Value-Based Care Standards"
claim,payment_allocation,void_indicator,void_indicator,Void Indicator,BOOLEAN,,,,true|false,transactional_data,Boolean flag indicating whether this payment allocation has been voided and should not be included in financial or utilization reporting. True if voided.,"Financial Accounting Standards, Payment Processing Standards"
claim,payment_allocation,withhold_amount,withhold_amount,Withhold Amount,"DECIMAL(15,2)",,,confidential,,transactional_data,"Amount withheld from provider payment for risk-sharing arrangements, quality incentives, or other contractual withhold provisions. May be returned based on performance.","Value-Based Care Contracting Standards, CMS Alternative Payment Models"
claim,payment_allocation,workers_comp_indicator,workers_comp_indicator,Workers Compensation Indicator,BOOLEAN,,,,true|false,transactional_data,"Boolean flag indicating whether services are related to a workers compensation claim. True if workers comp related, affecting payment responsibility.","State Workers Compensation Laws, Medicare Secondary Payer Rules"
claim,payment_schedule,payment_schedule_id,payment_schedule_id,Claim Payment Schedule Identifier,BIGINT,Y,,,,transactional_data,Unique identifier for the claim payment schedule record. Primary key for tracking scheduled payment installments and their associated details.,Internal Data Management Standards
claim,payment_schedule,batch_id,batch_id,Payment Batch Identifier,BIGINT,,claim.batch.batch_id,,,transactional_data,Identifier of the payment batch in which this scheduled payment is grouped for processing. Enables batch-level tracking and reconciliation.,Internal Payment Processing Standards
claim,payment_schedule,claim_id,claim_id,Claim Identifier,BIGINT,,claim.claim.claim_id,,,transactional_data,Unique identifier of the parent claim for which this payment schedule is established. Links the payment schedule to the originating claim submission.,ANSI X12 837 Healthcare Claim Transaction
claim,payment_schedule,contract_payment_schedule_id,contract_payment_schedule_id,Contract Payment Schedule Id (Foreign Key),BIGINT,,contract.contract_payment_schedule.contract_payment_schedule_id,,,transactional_data,"Foreign key linking to contract.contract_payment_schedule. Business justification: Claim payments follow contracted payment schedules that define timing, frequency, and method (weekly, bi-weekly, monthly). Accounts payable uses contract payment terms to schedule provider remittances",Internal - LLM Generated Cross-Domain Link
claim,payment_schedule,installment_plan_id,installment_plan_id,Installment Plan Identifier,BIGINT,,care.plan.plan_id,,,transactional_data,Unique identifier for the installment payment plan under which this scheduled payment is structured. Links multiple payment schedules to a common plan.,Internal Payment Processing Standards
claim,payment_schedule,member_profile_id,member_profile_id,Member Identifier,BIGINT,,member.member_profile.member_profile_id,"restricted,pii_subscriber",,transactional_data,Unique identifier of the health plan member associated with the claim for which this payment is scheduled. Links payment to member eligibility and benefits.,"HIPAA Privacy Rule 45 CFR 164.502, ANSI X12 834"
claim,payment_schedule,payee_id,payee_id,Payee Identifier,BIGINT,,shared.payee.payee_id,,,transactional_data,"Unique identifier of the entity receiving the payment. May represent provider NPI, member ID, facility ID, or vendor ID depending on payee type.",CMS National Provider Identifier (NPI) Standard
claim,payment_schedule,payment_batch_id,payment_batch_id,Payment Batch Identifier,BIGINT,,claim.batch.batch_id,,,transactional_data,Identifier of the payment batch in which this scheduled payment is grouped for processing. Enables batch-level tracking and reconciliation.,Internal Payment Processing Standards
claim,payment_schedule,payment_processor_id,payment_processor_id,Payment Processor Identifier,BIGINT,,billing.payment_processor.payment_processor_id,,,transactional_data,Unique identifier assigned by the payment processor for tracking and reconciliation of this payment transaction.,Internal Payment Processing Standards
claim,payment_schedule,actual_payment_amount,actual_payment_amount,Actual Payment Amount,"DECIMAL(15,2)",,,,,transactional_data,"The actual monetary amount disbursed in this payment. May differ from scheduled amount due to adjustments, offsets, or recoupments.",ANSI X12 835 Healthcare Payment and Remittance Advice
claim,payment_schedule,actual_payment_date,actual_payment_date,Actual Payment Date,DATE,,,,^\d{4}-\d{2}-\d{2}$,transactional_data,The actual date on which the payment was processed and disbursed. Populated after payment execution for reconciliation and reporting.,ANSI X12 835 Healthcare Payment and Remittance Advice
claim,payment_schedule,bank_account_number,bank_account_number,Bank Account Number,STRING,,,"restricted,pii_financial",,transactional_data,Bank account number for electronic payment disbursement via ACH or EFT. Encrypted and protected per PCI DSS standards.,"NACHA ACH Rules, PCI DSS"
claim,payment_schedule,bank_account_type,bank_account_type,Bank Account Type,STRING,,,,CHECKING|SAVINGS|BUSINESS_CHECKING|BUSINESS_SAVINGS,transactional_data,"Classification of the bank account type for electronic payment disbursement (checking, savings, business accounts).",NACHA ACH Rules
claim,payment_schedule,bank_routing_number,bank_routing_number,Bank Routing Number,STRING,,,"restricted,pii_financial",^\d{9}$,transactional_data,Nine-digit ABA routing transit number identifying the financial institution for electronic payment processing.,"NACHA ACH Rules, Federal Reserve ABA Routing Number Standards"
claim,payment_schedule,cancellation_date,cancellation_date,Cancellation Date,DATE,,,,^\d{4}-\d{2}-\d{2}$,transactional_data,The date on which this scheduled payment was cancelled. Populated when payment is voided or reversed before processing.,Internal Payment Processing Standards
claim,payment_schedule,cancellation_reason_code,cancellation_reason_code,Cancellation Reason Code,STRING,,,,CLAIM_DENIED|DUPLICATE|MEMBER_REQUEST|PROVIDER_REQUEST|SYSTEM_ERROR|FRAUD|OTHER,transactional_data,"Code indicating the reason why the scheduled payment was cancelled (e.g., claim denied on appeal, duplicate payment, member request).",Internal Payment Processing Standards
claim,payment_schedule,cancellation_reason_description,cancellation_reason_description,Cancellation Reason Description,STRING,,,,,transactional_data,Detailed text description explaining why the scheduled payment was cancelled. Provides additional context for audit and reporting.,Internal Payment Processing Standards
claim,payment_schedule,check_number,check_number,Check Number,STRING,,,,,transactional_data,Unique check number assigned when payment method is paper check. Used for payment tracking and reconciliation.,Internal Payment Processing Standards
claim,payment_schedule,claim_number,claim_number,Claim Number,STRING,,,,,transactional_data,Human-readable claim number assigned by the claims administration system. Used for member and provider communication regarding payment schedules.,ANSI X12 837 Healthcare Claim Transaction
claim,payment_schedule,claim_type,claim_type,Claim Type,STRING,,,,MEDICAL|PHARMACY|DENTAL|VISION|BEHAVIORAL_HEALTH,transactional_data,"Classification of the claim type for which this payment is scheduled (e.g., medical, pharmacy, dental, vision, behavioral health).",ANSI X12 837 Healthcare Claim Transaction
claim,payment_schedule,cob_amount_paid_by_other,cob_amount_paid_by_other,Coordination of Benefits (COB) Amount Paid by Other Payer,"DECIMAL(15,2)",,,,,transactional_data,Amount paid by another insurance carrier under coordination of benefits. Used to calculate this payers payment obligation.,"NAIC Model COB Regulation, ANSI X12 835"
claim,payment_schedule,cob_payer_name,cob_payer_name,Coordination of Benefits (COB) Payer Name,STRING,,,,,transactional_data,Name of the other insurance carrier responsible for primary or secondary payment under coordination of benefits rules. Impacts payment scheduling and amounts.,"NAIC Model COB Regulation, ANSI X12 837"
claim,payment_schedule,cob_payer_responsibility,cob_payer_responsibility,Coordination of Benefits (COB) Payer Responsibility,STRING,,,,PRIMARY|SECONDARY|TERTIARY,transactional_data,"Classification of this payers responsibility level in coordination of benefits scenarios (primary, secondary, tertiary).","NAIC Model COB Regulation, ANSI X12 837"
claim,payment_schedule,created_timestamp,created_timestamp,Created Timestamp,TIMESTAMP,,,,^\d{4}-\d{2}-\d{2}T\d{2}:\d{2}:\d{2}\.\d{3}[+-]\d{2}:\d{2}$,transactional_data,Date and time when this payment schedule record was initially created in the system. Used for audit trail and data lineage tracking.,Internal Data Management Standards
claim,payment_schedule,eft_trace_number,eft_trace_number,Electronic Funds Transfer (EFT) Trace Number,STRING,,,,,transactional_data,Unique trace number assigned to electronic funds transfer transactions. Enables tracking and reconciliation of ACH and wire payments.,"NACHA ACH Rules, ANSI X12 835"
claim,payment_schedule,group_number,group_number,Group Number,STRING,,,,,transactional_data,Employer or group identifier under which the member is enrolled. Used for payment allocation and employer reporting.,ANSI X12 834 Benefit Enrollment and Maintenance
claim,payment_schedule,hold_indicator,hold_indicator,Hold Indicator,BOOLEAN,,,,true|false,transactional_data,Boolean flag indicating whether this scheduled payment is currently on hold and should not be processed. Used for payment suspension pending investigation or resolution.,Internal Payment Processing Standards
claim,payment_schedule,hold_placed_date,hold_placed_date,Hold Placed Date,DATE,,,,^\d{4}-\d{2}-\d{2}$,transactional_data,The date on which the payment hold was placed. Used for tracking hold duration and aging analysis.,Internal Payment Processing Standards
claim,payment_schedule,hold_reason_code,hold_reason_code,Hold Reason Code,STRING,,,,FRAUD_INVESTIGATION|MEMBER_REQUEST|PROVIDER_DISPUTE|COORDINATION_OF_BENEFITS|SUBROGATION|AUDIT|OTHER,transactional_data,"Code indicating the reason why the payment is on hold (e.g., fraud investigation, member request, provider dispute, coordination of benefits pending).",Internal Payment Processing Standards
claim,payment_schedule,hold_reason_description,hold_reason_description,Hold Reason Description,STRING,,,,,transactional_data,Detailed text description explaining why the payment is on hold. Provides additional context for hold resolution.,Internal Payment Processing Standards
claim,payment_schedule,hold_released_date,hold_released_date,Hold Released Date,DATE,,,,^\d{4}-\d{2}-\d{2}$,transactional_data,The date on which the payment hold was released and the payment was cleared for processing.,Internal Payment Processing Standards
claim,payment_schedule,interest_amount,interest_amount,Interest Amount,"DECIMAL(15,2)",,,,,transactional_data,Interest amount calculated and added to the payment due to delayed payment processing beyond regulatory or contractual timeframes.,"State Prompt Payment Laws, CMS Prompt Payment Requirements"
claim,payment_schedule,interest_end_date,interest_end_date,Interest End Date,DATE,,,,^\d{4}-\d{2}-\d{2}$,transactional_data,The date through which interest is calculated for delayed payment. Typically the actual payment date.,"State Prompt Payment Laws, CMS Prompt Payment Requirements"
claim,payment_schedule,interest_rate,interest_rate,Interest Rate,"DECIMAL(5,4)",,,,,transactional_data,"Annual interest rate applied to calculate interest on delayed payments. Expressed as a decimal (e.g., 0.0500 for 5%).","State Prompt Payment Laws, CMS Prompt Payment Requirements"
claim,payment_schedule,interest_start_date,interest_start_date,Interest Start Date,DATE,,,,^\d{4}-\d{2}-\d{2}$,transactional_data,The date from which interest calculation begins for delayed payment. Typically based on regulatory prompt payment timeframes.,"State Prompt Payment Laws, CMS Prompt Payment Requirements"
claim,payment_schedule,line_of_business,line_of_business,Line of Business (LOB),STRING,,,,COMMERCIAL|MEDICARE_ADVANTAGE|MEDICAID|MARKETPLACE|ASO|INDIVIDUAL,transactional_data,"Classification of the insurance product line under which the claim and payment are processed (e.g., Commercial, Medicare Advantage, Medicaid, Marketplace).","CMS Program Requirements, NAIC Model Laws"
claim,payment_schedule,member_id,member_id,Member Identifier,STRING,,,"restricted,pii_subscriber",,transactional_data,Unique identifier of the health plan member associated with the claim for which this payment is scheduled. Links payment to member eligibility and benefits.,"HIPAA Privacy Rule 45 CFR 164.502, ANSI X12 834"
claim,payment_schedule,member_name,member_name,Member Name,STRING,,,"restricted,pii_name",,transactional_data,Full name of the health plan member associated with the claim. Used for payment reconciliation and member communication.,HIPAA Privacy Rule 45 CFR 164.502
claim,payment_schedule,modified_timestamp,modified_timestamp,Modified Timestamp,TIMESTAMP,,,,^\d{4}-\d{2}-\d{2}T\d{2}:\d{2}:\d{2}\.\d{3}[+-]\d{2}:\d{2}$,transactional_data,Date and time when this payment schedule record was last modified. Used for tracking changes and data currency.,Internal Data Management Standards
claim,payment_schedule,offset_amount,offset_amount,Offset Amount,"DECIMAL(15,2)",,,,,transactional_data,Amount deducted from the scheduled payment to recover prior overpayments or other obligations owed by the payee.,ANSI X12 835 Healthcare Payment and Remittance Advice
claim,payment_schedule,offset_claim_number,offset_claim_number,Offset Claim Number,STRING,,,,,transactional_data,Claim number of the original claim from which overpayment is being recovered through this offset. Provides audit trail for recoupment.,Internal Payment Processing Standards
claim,payment_schedule,offset_reason_code,offset_reason_code,Offset Reason Code,STRING,,,,,transactional_data,"Standard code indicating the reason for payment offset (e.g., prior overpayment recovery, recoupment, third-party liability).",ANSI X12 835 Claim Adjustment Reason Codes (CARC)
claim,payment_schedule,original_scheduled_date,original_scheduled_date,Original Scheduled Date,DATE,,,,^\d{4}-\d{2}-\d{2}$,transactional_data,The initial date on which this payment was originally scheduled before any modifications or rescheduling occurred. Maintains audit trail of schedule changes.,Internal Payment Processing Standards
claim,payment_schedule,payee_tax_id,payee_tax_id,Payee Tax Identification Number (TIN),STRING,,,"restricted,pii_financial",,transactional_data,Federal Tax Identification Number of the payee entity. Required for IRS reporting and payment processing compliance.,"IRS Publication 1179, CMS Provider Enrollment Standards"
claim,payment_schedule,payee_type,payee_type,Payee Type,STRING,,,,PROVIDER|MEMBER|FACILITY|VENDOR|OTHER,transactional_data,"Classification of the recipient entity type receiving this scheduled payment (e.g., healthcare provider, member for reimbursement, facility, third-party vendor).",ANSI X12 835 Healthcare Payment and Remittance Advice
claim,payment_schedule,payment_address_line_1,payment_address_line_1,Payment Address Line 1,STRING,,,"restricted,pii_address",,transactional_data,First line of the mailing address where payment check or correspondence should be sent. Primary street address component.,"USPS Publication 28, HIPAA Privacy Rule"
claim,payment_schedule,payment_address_line_2,payment_address_line_2,Payment Address Line 2,STRING,,,"restricted,pii_address",,transactional_data,"Second line of the payment mailing address for suite numbers, apartment numbers, or additional address details.","USPS Publication 28, HIPAA Privacy Rule"
claim,payment_schedule,payment_adjustment_amount,payment_adjustment_amount,Payment Adjustment Amount,"DECIMAL(15,2)",,,,,transactional_data,Total amount of adjustments applied to the scheduled payment amount. Represents the difference between scheduled and actual payment amounts.,ANSI X12 835 Healthcare Payment and Remittance Advice
claim,payment_schedule,payment_adjustment_reason_code,payment_adjustment_reason_code,Payment Adjustment Reason Code,STRING,,,,,transactional_data,"Standard code indicating the reason for payment adjustment (e.g., offset, recoupment, coordination of benefits, prior overpayment recovery).",ANSI X12 835 Claim Adjustment Reason Codes (CARC)
claim,payment_schedule,payment_adjustment_reason_description,payment_adjustment_reason_description,Payment Adjustment Reason Description,STRING,,,,,transactional_data,Detailed text description explaining the reason for the payment adjustment. Provides context beyond the standard reason code.,Internal Payment Processing Standards
claim,payment_schedule,payment_city,payment_city,Payment City,STRING,,,"restricted,pii_address",,transactional_data,City name component of the payment mailing address.,"USPS Publication 28, HIPAA Privacy Rule"
claim,payment_schedule,payment_confirmation_number,payment_confirmation_number,Payment Confirmation Number,STRING,,,,,transactional_data,Confirmation number provided by the payment processor upon successful payment processing. Used for payment verification and inquiry.,Internal Payment Processing Standards
claim,payment_schedule,payment_country_code,payment_country_code,Payment Country Code,STRING,,,,^[A-Z]{3}$,transactional_data,Three-letter ISO country code for the payment mailing address. Supports international payment processing.,ISO 3166-1 alpha-3
claim,payment_schedule,payment_currency_code,payment_currency_code,Payment Currency Code,STRING,,,,^[A-Z]{3}$,transactional_data,"Three-letter ISO currency code indicating the currency in which the payment will be disbursed (e.g., USD for US Dollars).",ISO 4217 Currency Codes
claim,payment_schedule,payment_method_code,payment_method_code,Payment Method Code,STRING,,,,ACH|CHECK|EFT|WIRE|CARD|VIRTUAL_CARD,transactional_data,"Code indicating the payment instrument or mechanism to be used for disbursement (e.g., ACH for Automated Clearing House, EFT for Electronic Funds Transfer, CHECK for paper check).","NACHA ACH Rules, ANSI X12 835"
claim,payment_schedule,payment_notes,payment_notes,Payment Notes,STRING,,,,,transactional_data,"Free-text notes providing additional context, instructions, or special handling requirements for this scheduled payment.",Internal Payment Processing Standards
claim,payment_schedule,payment_notification_email,payment_notification_email,Payment Notification Email Address,STRING,,,"restricted,pii_email","^[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+\.[a-zA-Z]{2,}$",transactional_data,Email address to which payment notification and remittance advice should be sent. Used for electronic payment communication.,HIPAA Privacy Rule 45 CFR 164.502
claim,payment_schedule,payment_notification_phone,payment_notification_phone,Payment Notification Phone Number,STRING,,,"restricted,pii_phone",,transactional_data,Phone number for payment notification and inquiry. Used for payee contact regarding payment status and issues.,HIPAA Privacy Rule 45 CFR 164.502
claim,payment_schedule,payment_priority,payment_priority,Payment Priority,STRING,,,,URGENT|HIGH|NORMAL|LOW,transactional_data,"Priority level assigned to this scheduled payment for processing queue management (e.g., urgent for prompt payment compliance, normal for standard processing).",Internal Payment Processing Standards
claim,payment_schedule,payment_run_date,payment_run_date,Payment Run Date,DATE,,,,^\d{4}-\d{2}-\d{2}$,transactional_data,The date on which the payment processing batch was executed. Represents the business date of the payment cycle.,Internal Payment Processing Standards
claim,payment_schedule,payment_sequence_number,payment_sequence_number,Payment Sequence Number,INT,,,,,transactional_data,"Sequential number indicating the order of this payment installment within the overall payment schedule (e.g., 1 for first payment, 2 for second payment).",Internal Payment Processing Standards
claim,payment_schedule,payment_state,payment_state,Payment State,STRING,,,,^[A-Z]{2}$,transactional_data,Two-letter state or province code for the payment mailing address. Uses standard USPS state abbreviations.,"USPS Publication 28, ANSI INCITS 38"
claim,payment_schedule,payment_status,payment_status,Payment Status,STRING,,,,SCHEDULED|PENDING|PROCESSED|PAID|CANCELLED|FAILED|SUSPENDED|REVERSED,transactional_data,Current status of this scheduled payment installment indicating its position in the payment lifecycle from scheduling through final disbursement or cancellation.,Internal Payment Processing Standards
claim,payment_schedule,payment_terms,payment_terms,Payment Terms,STRING,,,,,transactional_data,"Description of the payment terms and schedule agreed upon for this claim (e.g., Net 30, installment plan details, payment frequency).","Provider Contract Terms, Internal Payment Processing Standards"
claim,payment_schedule,payment_type,payment_type,Payment Type,STRING,,,,FULL|PARTIAL|INSTALLMENT|ADVANCE|FINAL|ADJUSTMENT,transactional_data,"Classification of the payment indicating whether it represents a full claim payment, partial payment, installment in a series, advance payment, or final settlement.",ANSI X12 835 Healthcare Payment and Remittance Advice
claim,payment_schedule,payment_zip_code,payment_zip_code,Payment ZIP Code,STRING,,,"restricted,pii_address",^\d{5}(-\d{4})?$,transactional_data,Five or nine-digit postal code for the payment mailing address. Supports both standard and ZIP+4 formats.,USPS Publication 28
claim,payment_schedule,plan_code,plan_code,Plan Code,STRING,,,,,transactional_data,Unique code identifying the specific health plan under which the member is enrolled and the claim is being paid.,Internal Plan Configuration Standards
claim,payment_schedule,remaining_balance,remaining_balance,Remaining Balance,"DECIMAL(15,2)",,,,,transactional_data,Outstanding balance remaining to be paid on the claim after this scheduled payment. Used for tracking payment completion status.,Internal Payment Processing Standards
claim,payment_schedule,remittance_advice_number,remittance_advice_number,Remittance Advice Number,STRING,,,,,transactional_data,Unique identifier for the remittance advice document (835 transaction) associated with this payment. Links payment to detailed claim-level remittance information.,ANSI X12 835 Healthcare Payment and Remittance Advice
claim,payment_schedule,reversal_amount,reversal_amount,Reversal Amount,"DECIMAL(15,2)",,,,,transactional_data,The monetary amount reversed from the original payment. May be partial or full reversal of the payment.,Internal Payment Processing Standards
claim,payment_schedule,reversal_date,reversal_date,Reversal Date,DATE,,,,^\d{4}-\d{2}-\d{2}$,transactional_data,The date on which the payment was reversed. Populated when a processed payment is voided and funds are recovered.,Internal Payment Processing Standards
claim,payment_schedule,reversal_indicator,reversal_indicator,Reversal Indicator,BOOLEAN,,,,true|false,transactional_data,Boolean flag indicating whether this payment has been reversed after initial processing. Used for payment correction and recoupment tracking.,Internal Payment Processing Standards
